"","Gene","pval","fdr"
"1","ATRX",1,1
"2","CDK4",0.505882352941177,0.875938673341677
"3","CDKN2A",0.426690972411166,0.875938673341677
"4","CDKN2B",0.561344537815126,0.875938673341677
"5","EGFR",0.411764705882353,0.875938673341677
"6","IDH",0.634453781512605,0.875938673341677
"7","PDGFRA",0.637046307884856,0.875938673341677
"8","PIK3CA",0.214441965500354,0.875938673341677
"9","PTEN",0.411764705882353,0.875938673341677
"10","TERTp",1,1
"11","TP53",0.763481280624448,0.933143787429881
