"","Gene","pval","fdr"
"1","ATRX",1,1
"2","CDK4",0.5,0.867970847167543
"3","CDKN2A",0.442721483709587,0.867970847167543
"4","CDKN2B",0.569148936170213,0.867970847167543
"5","EGFR",0.428571428571428,0.867970847167543
"6","IDH",0.625346901017576,0.867970847167543
"7","PDGFRA",0.639222941720629,0.867970847167543
"8","PIK3CA",0.380939365906988,0.867970847167543
"9","PTEN",0.428571428571428,0.867970847167543
"10","TERTp",0.710157965864353,0.867970847167543
"11","TP53",1,1
