"gene","level","logHR","HR","se","n","low","up","pval","fdr","study"
"TP53","variable1",1.46408066741276,4.32356661697707,0.991681778221805,43,0.665957147099157,29.102214700407,0.120040477434968,0.120040477434968,"WT-nonGBM"
